TOTAL VALUE,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE
340.7,4286,4352,2210,1372,2,6,3,2,0,1,0
327.1,4114,4325,2025,1250,2,6,3,1,0,1,0
291.7,3669,5250,2054,1170,2,6,3,1,0,1,1
287.3,3614,6800,1865,851,1,6,2,1,0,1,1
354.7,4462,5500,3575,1578,1,6,2,1,1,1,0
375.5,4723,8563,2917,1846,2,8,4,1,0,1,0
305.8,3846,5400,2971,1344,1,5,2,1,0,1,1
367,4616,6535,3189,1812,2,10,5,2,0,2,0
364.6,4586,7907,2738,1710,2,7,3,2,1,1,0
427.2,5374,6067,2791,1659,2,10,3,1,1,1,1
353.9,4452,3360,2368,1600,2,7,3,1,1,1,1
296.6,3731,4275,1896,894,1,5,2,1,0,1,0
536.9,6754,7625,3094,2016,2,9,4,3,1,1,1
444.9,5596,8541,4385,2192,2,10,4,2,0,1,1
409.5,5151,4864,3998,2176,1.5,11,4,2,1,2,1
390.1,4907,5616,2557,1584,2,6,3,2,1,1,1
431,5421,5412,2508,1600,2,8,3,2,1,1,1
303.6,3819,4936,1786,816,1,5,2,1,0,1,1
301.7,3795,3183,2725,1217,1,7,2,2,1,1,0
535.8,6740,5577,4638,2988,2,10,4,2,1,1,2
298.2,3751,6800,2718,1210,1,6,2,1,0,1,0
417.4,5250,5000,3116,1990,2,6,3,1,1,1,0
337.6,4247,5710,2234,1300,2,8,3,1,0,1,1
343.5,4321,3360,2496,1536,2,7,4,1,1,1,1
383.7,4826,4275,2944,1534,1.5,5,2,1,0,1,0
474.6,5970,7500,3690,1966,1.5,7,3,1,1,1,1
441.4,5552,6303,3293,1936,2,8,3,1,1,1,1
505.6,6360,7205,4996,2375,1.5,11,6,3,0,2,0
263.8,3318,4500,1872,912,1,5,2,1,0,1,0
465.5,5855,6480,2968,1844,2,6,3,2,1,1,1
436.7,5493,5395,2508,1600,2,6,3,2,1,1,1
436.5,5491,4181,2251,1387,2,6,3,2,0,1,0
297.9,3747,7335,2170,1011,1,5,2,1,1,1,0
331.1,4165,6977,2482,1490,2,6,3,1,0,1,0
416.2,5235,5002,2907,1692,2,8,4,1,1,1,2
296.3,3727,3600,2636,1428,1.5,7,3,2,0,1,1
281.1,3536,6469,2256,1042,1,6,3,1,0,1,1
383.2,4820,5000,2852,1834,2,7,3,1,1,1,1
337.3,4243,3361,2584,1536,2,7,4,1,1,1,1
309.4,3892,3649,2248,1488,2,7,4,1,1,1,1
352.7,4436,5038,2483,1554,2,7,3,1,0,1,1
304.9,3835,4275,2342,1095,1,6,2,1,0,1,0
347.7,4374,6953,2248,1488,2,7,4,1,1,1,1
402.9,5068,7500,4140,2226,1.5,7,2,1,0,1,1
481.9,6062,5378,2708,1800,2,6,3,2,1,1,1
301.7,3795,4109,2775,1267,1,5,2,1,0,1,1
466.7,5871,5616,2658,1716,2,9,3,2,1,1,1
343.8,4325,5000,2128,1275,2,6,3,1,1,1,1
287.3,3614,4500,2110,1040,1,6,2,1,0,1,0
296.9,3735,5500,2196,1000,1,5,2,1,0,1,1
327.7,4122,6800,2556,1142,1,6,3,1,0,1,0
416,5233,7291,2712,1656,2,8,3,1,1,1,1
394.6,4964,5662,2792,1744,2,7,4,1,1,1,1
371.9,4678,4761,2538,1536,2,7,4,1,1,1,1
298.1,3750,5731,2250,1008,1,5,3,1,0,1,0
317.7,3996,3649,2558,1600,2,7,4,1,1,1,1
380.2,4782,4929,3538,2065,2,10,4,1,1,1,0
312,3924,5000,2566,1530,2,6,3,1,0,1,1
286.2,3600,4275,1997,905,1,6,2,1,0,1,0
334.1,4202,5054,2386,1498,2,7,3,1,1,1,1
323,4063,4037,1756,1152,2,6,3,1,0,1,0
301.9,3797,6814,2232,1042,1,6,3,1,0,1,1
356.7,4487,5121,2044,1218,2,6,3,1,1,1,0
464.3,5840,6250,2776,1768,2,7,3,2,1,1,1
340,4277,5000,2294,1275,2,6,3,1,1,1,1
380.2,4782,4420,2831,1805,2,10,5,1,1,1,1
408.5,5138,6148,3940,2208,2,8,4,1,1,1,1
467.3,5878,6880,2825,1844,2,6,3,2,1,1,1
347.8,4375,4750,2085,1361,2,7,3,1,0,1,1
349.7,4399,6493,3888,1540,1,9,4,2,0,1,1
325.8,4098,3649,2989,1750,2,7,3,1,1,1,1
497.5,6258,10641,3252,1766,2,8,4,2,1,1,0
297.1,3737,5500,2198,1000,1,5,2,1,0,1,1
367.5,4623,5736,3128,1896,2,8,3,1,2,1,1
300.4,3779,5580,2104,992,1,6,2,1,1,1,1
305.9,3848,5000,2210,1275,2,6,3,1,1,1,1
283.9,3571,4275,1906,905,1,5,2,1,0,1,0
374.7,4713,3631,3187,1976,2,8,4,3,0,1,1
404.2,5084,5712,3063,1816,2,7,4,1,1,1,1
269.6,3391,3965,1890,905,1,5,2,1,0,1,0
262.9,3307,4450,1914,912,1,5,2,1,0,1,0
344,4327,8955,2744,1075,1,5,2,1,1,1,1
400.9,5043,6532,2930,1593,1.5,7,3,1,1,1,0
351.8,4425,4792,2571,1450,2,10,3,1,0,1,1
323.5,4069,5000,2104,1275,2,6,3,1,0,1,1
323,4063,6817,2843,1591,1.5,6,2,2,0,1,1
459,5774,6226,2884,1840,2,7,3,3,1,1,1
431.9,5433,10234,2963,1737,2,8,4,1,1,1,0
369.9,4653,5069,2775,1767,2,7,4,1,1,1,1
440.2,5537,5500,2644,1860,2,8,3,2,1,1,1
319.5,4019,5000,2265,1320,2,6,3,1,0,1,1
390.4,4911,5187,2610,1536,2,6,3,1,1,1,0
413,5195,5187,3585,1894,2,8,4,2,1,1,1
397.3,4998,6619,3573,1680,1.5,6,3,1,1,1,1
397.8,5004,3906,3830,2280,2,11,7,2,0,1,0
295.9,3722,5695,2232,1265,1.5,6,3,2,0,1,1
385.4,4848,5015,2640,1712,2,7,3,1,0,1,1
364.2,4581,7316,4220,1910,1,7,3,1,1,1,1
290,3648,3933,1925,910,1,5,2,1,0,1,0
510.2,6418,20031,4216,1836,1,7,3,1,1,1,2
274.8,3456,4450,2904,1615,1.5,8,3,1,1,1,0
363.8,4576,7116,3138,1458,1,8,3,1,1,1,1
384.7,4839,6902,2180,980,1,6,3,1,0,1,0
375.4,4722,5725,2148,1286,2,7,3,1,1,1,0
465.1,5850,5000,3840,2357,2,9,5,2,1,1,1
262.6,3303,4645,1896,900,1,5,1,1,0,1,0
473.5,5956,6197,2533,1606,2,7,3,2,1,1,1
323,4063,5535,2377,1050,1,7,2,1,1,1,0
354.6,4460,4439,2707,1520,2,8,5,1,1,1,0
317.4,3992,6867,2568,1142,1,6,2,1,1,1,0
383.2,4820,5763,2912,1632,2,8,4,1,1,1,1
363.2,4569,5770,1774,980,2,5,2,1,1,1,2
444.8,5595,5580,4820,2712,2,7,3,2,0,1,0
421.3,5299,5085,2558,1688,2,7,4,3,0,1,2
434.8,5469,6122,3352,1974,2,9,4,1,1,1,1
395.8,4979,13852,4286,2480,2,9,3,1,0,1,1
524.8,6601,5231,3476,2204,2,7,3,2,1,1,1
339.3,4268,4275,2184,1288,2,6,3,1,1,1,1
340.4,4282,4755,2931,1330,1,5,2,1,0,1,1
387.3,4872,3168,3048,1718,2,7,3,1,1,1,1
319.2,4015,5000,1970,1186,2,6,3,1,0,1,1
456.8,5746,6857,2936,1764,2,7,4,2,0,1,1
287.9,3621,3982,2160,1372,2,5,3,1,1,1,1
517.7,6512,5140,3530,2328,2.5,6,5,2,1,1,1
448.8,5645,10585,4770,1806,1,8,3,3,0,2,1
298.3,3752,4469,2516,1142,1,5,2,1,1,1,1
290.5,3654,3985,2010,975,1,7,2,2,0,1,0
379.6,4775,6293,2384,1400,2,7,3,1,1,1,0
396.2,4984,5770,2967,1715,2,7,3,1,1,1,1
368.2,4631,5803,2551,1624,2,8,4,1,1,1,0
413.2,5198,5101,2156,1448,2,6,3,1,1,1,1
447.8,5633,8192,4200,2492,2,8,5,1,1,1,1
386.7,4864,5000,3294,2028,2,7,3,1,0,1,1
381.5,4799,5275,2616,1568,2,6,3,1,1,1,1
355.8,4475,4486,2480,1456,2,6,3,1,1,1,1
357.4,4496,5570,2120,1288,2,6,3,1,0,1,0
429.8,5406,8860,3133,1651,2,8,5,1,1,1,0
299.1,3762,3977,2540,1387,1.5,6,2,1,1,1,1
416.6,5240,5068,3112,1734,2,9,4,2,1,1,1
356.6,4486,8467,2581,1680,2,6,3,1,1,1,0
278.2,3499,4292,2061,975,1,6,2,1,0,1,0
350.5,4409,4975,2938,1426,1.5,7,3,1,1,1,0
389.2,4896,6250,2628,1536,2,7,3,1,1,1,1
305.6,3844,4619,2352,1224,1.5,6,2,1,1,1,1
316,3975,5192,2188,1008,1,6,3,1,0,1,1
317.2,3990,5585,2494,1265,1.5,6,2,2,0,1,1
328.6,4133,5117,2160,1352,2,6,3,1,0,1,1
440.1,5536,6612,3037,1870,2,7,4,1,1,1,1
469.3,5903,5515,3696,2064,2,8,4,1,1,1,1
444.3,5589,5423,2812,1801,2,8,3,1,1,1,1
278.5,3503,4816,2637,1142,1,6,3,1,0,1,0
289.7,3644,4581,2091,975,1,5,2,1,0,1,0
311.4,3917,4603,2144,1628,1,7,3,1,1,1,2
369.2,4644,5318,2844,1632,2,7,4,1,1,1,1
373.5,4698,5074,2582,1572,2,6,3,1,0,1,1
356.5,4484,5358,2107,1318,2,6,3,1,0,1,1
446,5610,5056,2712,1616,2,7,3,1,1,1,1
423.1,5322,5869,2906,1538,2,6,3,1,2,1,1
354.6,4460,4444,2937,1552,2,7,3,1,1,1,1
489.2,6154,4949,3527,1858,2,7,3,1,1,1,1
308,3874,5540,2460,1265,1.5,6,3,1,1,1,1
457.4,5754,8431,5416,2407,1,6,2,2,0,1,0
418.8,5268,2837,2705,1735,2,7,3,3,1,1,1
340.5,4283,5958,2184,1210,1.5,6,3,1,1,1,1
302.6,3806,4492,2248,1352,2,6,2,1,0,1,1
422.6,5316,6312,2844,1680,2,7,4,1,1,1,1
367.1,4618,6596,2230,1470,2,7,3,1,1,1,1
425.1,5347,5133,3203,2194,2,8,3,2,0,1,1
280.8,3532,7268,1272,575,1,4,1,1,0,1,1
344.6,4335,5781,2422,1251,1.5,7,3,1,1,1,1
406,5107,6800,2670,1536,2,6,3,1,1,1,0
359.1,4517,5750,2213,1421,2,6,3,1,1,1,1
413.7,5204,5066,2544,1536,2,8,3,1,1,1,0
417.4,5250,6264,2686,1524,2,8,4,1,1,1,1
348,4377,3895,2215,1350,2,7,3,2,0,1,0
370.4,4659,5239,2534,1545,2,8,3,1,0,1,1
327.9,4124,4392,2823,1513,1.5,6,3,1,0,1,1
343.7,4323,7363,2280,1470,2,7,4,1,1,1,1
361.1,4542,4216,2544,1568,2,7,3,1,1,1,1
352.4,4433,5936,2204,1360,2,6,3,1,0,1,1
391.4,4923,2533,2897,1735,2,7,3,3,1,1,1
358.1,4504,4885,3646,2340,2,10,4,2,0,2,1
505.9,6364,5922,3469,2158,2,9,4,2,1,1,1
408.7,5141,5919,3431,1990,2,8,3,2,0,1,0
444.8,5595,7475,2910,1820,2,8,4,1,1,1,1
348.3,4381,5148,2744,1730,2,6,3,2,0,1,1
427.1,5372,5600,2819,1658,2,7,3,1,1,1,1
399.1,5020,6392,3198,1797,2,7,3,1,1,1,2
445.3,5601,7923,3204,1998,2,8,4,1,1,1,2
459.9,5785,5750,3109,1869,2,7,3,1,1,1,1
281.1,3536,3895,2245,1350,2,7,4,1,0,1,0
357,4491,6062,1995,1250,2,6,3,1,0,1,0
337,4239,6790,4000,1330,1,6,2,1,0,1,0
353.1,4442,6877,2461,1512,2,7,4,1,0,1,0
340.5,4283,7376,2348,1534,2,7,4,1,1,1,0
434,5459,6655,2603,1568,2,7,3,1,1,1,1
429.1,5398,6726,2600,1912,2,6,4,1,1,1,1
437,5497,7061,3557,1956,2,9,4,1,1,1,0
368.3,4633,6703,3480,1872,1.5,6,2,1,0,1,1
400.5,5038,4000,2793,1554,2,9,4,1,1,1,1
389.6,4901,5059,2595,1580,2,7,3,1,1,1,1
392,4931,5750,2568,1576,2,7,3,1,1,1,1
362.5,4560,4200,2386,1504,2,7,3,2,1,1,0
441.9,5559,5691,3020,1797,2,11,4,2,0,1,2
380.5,4786,6417,3354,1866,1.5,5,3,2,0,1,0
289,3635,6522,2366,988,1,5,2,1,0,1,1
365.6,4599,6617,2233,1350,2,7,3,1,0,1,0
426.3,5362,6180,3300,1845,2,9,4,1,1,1,1
312.5,3931,6057,2374,1306,1.5,6,3,2,0,1,1
316.2,3977,4598,2425,1478,2,7,3,1,0,1,1
422.2,5311,5692,3832,2142,2,6,3,1,1,1,1
363.9,4577,6340,2506,1458,2,7,4,2,0,1,0
286.4,3602,3800,2972,1295,1,8,3,1,0,1,0
414.1,5209,5553,2554,1841,2,7,3,1,1,1,1
401.1,5045,5494,3439,1895,2,8,3,1,1,1,1
392.9,4942,7048,2450,1594,2,6,3,1,1,1,1
356.9,4489,5750,2206,1470,2,7,4,2,1,1,1
342,4302,6290,2585,1500,2,6,3,1,0,1,0
383.5,4824,6290,2610,1404,2,7,4,1,0,1,0
340.1,4278,4225,2812,1500,2,6,3,1,0,1,1
346.6,4360,4334,1952,1248,2,7,3,1,0,1,1
374.3,4708,7150,2317,1431,2,6,3,1,1,1,1
357.8,4501,6330,2454,1456,2,7,4,1,0,1,0
361.4,4546,6575,2466,1450,2,7,4,1,0,1,0
350,4403,3519,2436,1531,2,8,3,1,1,1,1
346.8,4362,5051,2872,2020,2,8,3,1,0,1,1
386,4855,5540,2872,1732,2,7,3,1,1,1,1
336,4226,3654,2597,1550,2,7,3,1,1,1,0
414.4,5213,6180,3253,1856,2,6,3,1,0,1,1
442.7,5569,8625,3395,2094,2,8,3,2,1,1,2
371.9,4678,5571,2282,1457,2,6,3,1,1,1,1
519.1,6530,6040,4184,2399,2,8,4,2,1,1,1
419.2,5273,5200,2567,1464,2,7,3,1,1,1,1
390.9,4917,7000,2352,1488,2,6,3,1,0,1,1
396.4,4986,5750,3498,1827,1.5,6,4,2,0,1,0
415.7,5229,4396,3040,1852,2,7,3,1,1,1,1
378.7,4764,5341,3294,1942,2,7,3,1,1,1,1
401.9,5055,7004,2518,1623,2,7,3,1,1,1,1
391.2,4921,5665,2808,1744,2,7,3,1,1,1,1
398,5006,5564,2268,1457,2,7,3,1,1,1,1
384.4,4835,5692,2915,1596,2,7,3,1,1,1,1
354.6,4460,6750,2563,1370,1.5,6,3,1,1,1,0
419.5,5277,5750,3320,1812,2,8,3,1,1,1,1
337,4239,6750,2493,1366,1.5,6,2,1,0,1,0
409.4,5150,8625,2613,1470,2,6,3,1,1,1,1
394.9,4967,4841,2480,1580,2,6,3,1,1,1,1
369.8,4652,6750,2986,1670,2,6,3,2,0,1,0
379.407,4772,6750,3629,1919,2,7,4,2,1,1,1
404.1,5083,6688,2510,1350,2,6,3,1,1,1,1
449.8,5658,5222,2928,1646,2,8,3,1,1,1,1
435.1,5473,6990,2688,1688,2,8,4,1,1,1,1
341,4289,6750,2160,1296,2,7,3,1,1,1,0
386.2,4858,6750,3624,2054,1.5,9,4,2,0,1,1
444.8,5595,6742,3498,2291,2,8,4,1,1,1,1
369.5,4648,6750,3246,1809,1.5,7,4,1,1,1,0
388.8,4891,6792,3067,2066,2,7,3,2,0,1,1
422.2,5311,5750,2971,1808,2,7,3,1,1,1,1
585.4,7364,18247,5561,3160,2,10,7,3,0,1,2
346.8,4362,6750,2193,1434,2,8,4,1,1,1,0
401.8,5054,5665,3024,1785,2,6,3,1,0,1,1
426.4,5364,6750,2372,1484,2,6,3,1,1,1,1
398.2,5009,5750,2530,1478,2,7,3,1,0,1,1
464.7,5845,9705,2835,1748,2,8,3,1,1,1,1
514.7,6474,9006,3560,2210,2,6,3,1,1,1,1
384.3,4834,6460,2204,1400,2,7,4,2,1,1,0
349.1,4391,6750,2224,1377,2,6,3,1,1,1,0
337.2,4241,5000,2256,1212,1.5,7,3,1,0,1,0
370.1,4655,5108,3608,2128,2,6,3,1,1,1,1
335.7,4223,6487,2392,1560,2,8,3,1,1,1,1
369.8,4652,5750,2289,1454,2,7,4,1,0,1,1
464.3,5840,9449,3332,1880,2,7,3,1,1,1,1
555.1,6983,6942,5158,2812,2,9,4,2,1,1,1
429.3,5400,6615,3063,1680,2,7,4,1,1,1,1
409.6,5152,5750,3140,1928,2,8,4,1,1,1,0
473.5,5956,9000,4072,2397,2,9,4,1,1,1,1
420,5283,5407,2882,1560,2,6,3,1,1,1,1
390.8,4916,4761,2422,1366,2,7,3,2,0,1,1
454.1,5712,5665,3810,2236,2,8,4,1,1,1,1
457.7,5757,9006,2770,1666,2,7,4,1,1,1,1
420,5283,5665,2725,1670,2,7,3,1,1,1,1
470.1,5913,5000,3061,1836,2,7,3,2,1,1,0
464.3,5840,10000,3072,1836,2,8,4,1,1,1,0
389.2,4896,5319,2662,1378,2,7,3,1,1,1,1
468.6,5894,6004,3018,1956,2,7,3,1,1,1,1
504.7,6349,10590,3203,1870,2,8,4,1,1,1,1
415.6,5228,6000,2360,1536,2,8,3,1,1,1,1
422.8,5318,6943,3163,2254,2,9,5,2,1,1,0
439.8,5532,5407,2620,1676,2,7,3,1,1,1,1
412.7,5191,5750,2504,1676,2,9,4,1,0,1,1
341,4289,6836,2736,1306,1.5,6,2,1,1,1,0
373.8,4702,6160,2951,1500,2,6,3,1,1,1,1
429.7,5405,5768,3401,2110,2,8,3,1,1,1,1
327.5,4119,8168,2328,1075,1,5,3,1,1,1,1
709.2,8921,14614,3936,2235,2,10,6,3,1,1,3
423.2,5323,6264,3278,1836,2,7,4,1,1,1,1
935.1,11763,25200,6840,5289,1,13,9,2,1,2,2
331.7,4172,7864,2977,1309,1,7,3,1,1,1,1
413.6,5203,5437,2663,1632,2,9,4,1,2,1,1
471.4,5930,8119,2854,1600,2,6,3,1,1,1,1
498,6264,7375,3243,1896,2,6,3,1,1,1,1
463.7,5833,5750,2990,1747,2,9,3,2,1,1,1
449.6,5655,4979,3942,2213,2,8,4,1,1,1,0
316.3,3979,5682,2193,1517,2,8,4,1,0,1,1
407.3,5123,6252,3172,1720,2,7,3,2,0,1,0
561.4,7062,11453,4520,2564,2,8,4,2,0,1,1
438.9,5521,5250,2724,1592,2,7,3,1,1,1,1
413,5195,5974,2664,1664,2,8,3,1,1,1,1
451.2,5676,8143,2976,1770,2,7,3,1,1,1,1
330.1,4152,5820,2304,960,1,5,2,1,0,1,1
369.1,4643,4878,2328,1360,2,7,3,1,0,1,1
424.3,5337,5580,3490,2110,2,8,4,1,1,1,1
599.1,7536,7841,4872,2792,2,8,4,1,1,1,1
377.4,4747,5974,2682,1404,2,8,3,1,1,1,1
470,5912,6160,3227,1915,2,6,3,1,1,1,1
533.3,6708,6770,3612,2149,2,8,4,2,1,1,1
665.2,8368,8357,6290,3607,2,10,3,2,1,1,1
408.2,5135,5930,3412,1850,2,9,4,1,1,1,1
375.2,4720,5550,3006,2042,2,8,3,1,0,1,1
566.6,7127,8369,4163,2612,2,11,4,2,1,1,1
306.9,3860,5114,2676,1476,1.5,6,3,1,0,1,1
314.8,3960,4535,3114,1378,2,7,3,1,0,1,0
556.9,7005,7505,2971,2048,2,8,3,2,1,1,1
575.3,7237,6404,3558,2237,2,7,3,2,1,1,1
370.8,4664,5246,2754,1544,2,7,3,1,0,1,1
512.6,6448,7879,2708,1570,2,8,3,1,1,1,1
549.4,6911,15475,3082,2043,2,9,4,1,1,1,1
554.5,6975,6772,3783,2394,2,7,3,2,1,1,1
333.9,4200,6767,2134,1350,2,6,3,1,0,1,1
417.9,5257,8116,2568,1404,2,6,3,1,1,1,0
464.3,5840,4907,3652,2017,2,8,4,2,1,1,2
391.6,4926,8822,2538,1232,1,7,3,1,1,1,1
333.6,4196,3595,2278,1443,2,6,3,1,1,1,1
419.9,5282,13540,3283,2000,2,7,3,1,0,1,4
666.3,8382,13269,5933,3726,2,12,4,2,1,1,1
510.8,6425,12330,3292,1696,2,8,3,1,1,1,0
521.3,6557,11567,4408,2104,2,9,3,2,0,1,1
384.9,4842,8612,3481,2163,2,9,4,1,1,1,0
400,5032,5974,2474,1524,2,7,3,1,0,1,1
409.1,5146,5580,2620,1656,2,7,4,1,1,1,1
382.6,4813,6772,3153,1960,2,8,4,2,0,1,0
493.3,6205,8272,3272,1962,2,7,3,2,0,1,0
300.6,3781,5000,2168,1248,2,6,3,1,0,1,1
442.2,5562,7669,3348,2124,2,9,4,1,1,1,1
550.3,6922,6780,3792,2400,2,8,4,2,1,1,1
314.5,3956,6620,2734,1156,1,5,2,1,0,1,1
411.2,5172,6764,3166,1979,2,8,3,1,0,1,1
425.1,5347,4979,3184,1794,2,8,4,1,1,1,1
422.2,5311,6777,3535,2053,2.5,7,3,1,1,1,1
379.1,4769,5249,2675,1567,2,6,3,1,1,1,1
438.8,5520,6514,3067,1683,2,7,3,1,1,1,1
421.3,5299,8647,2443,1562,2,8,3,1,1,1,1
402.8,5067,5245,2686,1536,2,7,3,1,0,1,1
329.1,4140,3891,2380,1494,2,6,3,1,0,1,1
427.1,5372,5949,2598,1683,2,7,3,1,1,1,0
404.1,5083,6654,2804,1438,2,6,3,1,1,1,1
407.3,5123,8935,2520,1174,1,7,3,1,1,1,1
320.3,4029,6792,2498,1104,1,7,3,1,0,1,1
380.2,4782,12750,2479,1520,2,7,3,1,0,1,0
713.3,8973,10281,7128,4224,2,12,6,2,1,1,1
397.9,5005,5974,2496,1584,2,7,4,1,1,1,1
716.2,9009,9022,4758,3132,2,13,6,2,0,1,1
423.9,5332,5400,3228,1920,2,6,3,1,1,1,1
548.5,6900,6786,3913,2228,2,9,4,2,1,1,1
456.5,5742,9574,2763,1688,2,8,4,1,1,1,0
532.7,6701,5039,3209,1615,2,8,3,2,1,1,1
441,5547,5752,3450,1998,2,8,5,2,1,1,1
392.5,4937,5429,2704,1544,2,7,3,1,0,1,0
282.9,3558,6799,2526,1251,1,7,3,1,0,1,0
389.8,4903,8005,3670,2420,2,7,4,1,1,1,0
359.9,4527,6798,2729,1872,2,6,3,1,0,1,1
455.9,5735,4708,2924,1933,2,8,4,1,1,1,1
339.9,4275,6794,2066,1244,2,8,3,2,0,1,0
478.9,6024,7647,2855,1728,2,6,3,1,0,1,1
399,5019,5245,2484,1664,2,8,3,1,1,1,1
375.5,4723,5230,2624,1537,2,6,3,1,1,1,1
434.5,5466,8250,2864,1785,2,6,2,1,1,1,0
623.5,7843,9875,5653,3184,2,11,5,1,1,1,2
437.3,5501,7965,3830,1925,2,9,3,1,1,1,1
355.9,4477,6782,2539,1169,1,6,3,1,1,1,0
407,5120,17500,2758,1666,2,8,3,1,0,1,0
406.6,5115,6833,3090,1392,1,7,3,1,1,1,1
400.6,5039,9312,2782,1232,1,7,3,1,1,1,1
439,5522,6353,2770,1432,2,7,3,1,1,1,1
516.5,6497,6743,3265,1975,2,9,4,1,1,1,1
390.7,4915,5113,2722,1633,2,6,3,1,1,1,1
389.5,4899,4187,2492,1536,2,6,3,1,1,1,1
413.2,5198,5460,2872,1763,2,6,3,1,1,1,1
457.7,5757,5426,3063,1694,2,7,3,1,1,1,1
317,3987,3732,2549,1622,2,7,3,1,0,1,0
276.4,3477,2544,2303,1532,2,7,3,1,0,1,0
340.8,4287,3733,3042,1644,2,8,3,1,1,1,0
542.2,6820,7445,4710,2652,2,9,4,1,1,1,1
368.7,4638,3734,3261,1849,2,7,3,1,1,1,0
436.2,5487,7964,3194,1800,2,6,3,1,1,1,1
344.4,4332,5243,2422,1564,2,7,4,1,1,1,1
582.5,7327,5298,3568,2352,2,9,3,1,1,1,1
343.5,4321,3685,1791,1127,2,7,3,2,0,1,0
477.5,6006,9468,3100,1752,2,9,4,1,2,1,1
435.6,5479,8750,2930,1680,2,9,5,1,0,1,1
531.2,6682,7564,3294,1933,2,8,4,1,1,1,1
389.2,4896,7420,2375,1458,2,6,3,1,1,1,0
528.5,6648,5526,3999,2328,2,8,4,1,1,1,1
295.3,3714,4392,2201,1064,1,5,2,1,0,1,1
410.5,5164,5216,3166,1815,2,7,4,1,1,1,1
723.1,9096,13935,5323,2936,2,10,5,2,2,1,0
442.8,5570,4421,2648,1728,2,6,3,3,1,1,1
396,4981,6178,3137,1671,2,7,3,1,1,1,1
359.3,4519,4649,2392,1521,2,8,3,1,0,1,1
456.4,5741,5400,3462,1864,2,6,3,2,0,1,1
455.9,5735,7425,3221,1898,2,8,3,1,1,1,1
405.1,5096,5423,2140,1308,2,6,3,1,1,1,1
435,5472,7965,2597,1576,2,7,3,1,0,1,1
563.9,7093,16050,4843,2657,2,10,4,1,1,1,0
518.8,6526,8011,3095,1758,2,7,3,1,1,1,1
634.7,7984,5564,4500,2610,2,11,6,1,1,1,1
397.2,4996,5322,2864,1700,2,7,3,2,1,1,1
408.6,5140,5432,2730,1590,2,6,3,1,1,1,0
440.1,5536,4655,3914,2035,2,6,3,1,1,1,1
511.3,6432,10000,4416,2477,2,10,4,1,1,1,1
390.8,4916,4647,2587,1666,2,8,4,1,0,1,1
355.3,4469,3636,3372,1998,2,7,3,1,1,1,0
534.9,6729,7672,3512,1980,2,7,4,2,1,1,1
342.7,4311,3550,2511,1659,2,7,3,1,0,1,1
592,7447,5455,3655,2166,2,8,3,1,1,1,1
353.2,4443,5500,2546,1508,2,7,3,1,1,1,0
657.3,8268,15000,4163,2275,2,9,5,2,1,1,1
491.1,6178,6500,3722,2048,2,8,4,3,1,1,1
347.5,4371,14261,2539,1118,1,6,3,1,1,1,0
335.8,4224,3636,2256,1400,2,7,4,1,1,1,1
439.6,5530,4812,2622,1472,1.5,6,3,1,1,1,1
443.7,5581,4698,2959,1790,2.5,7,4,2,0,1,1
310.8,3909,3736,2496,1506,2,7,3,1,1,1,0
423.3,5325,7965,2660,1598,2,7,3,1,0,1,1
429.9,5408,8480,2550,1512,2,6,3,1,1,1,1
504,6340,8040,3634,2177,2,8,4,1,1,1,1
351.8,4425,3825,3256,1866,2,8,4,1,1,1,0
562.8,7080,7500,3741,2416,2,8,4,2,0,1,1
396.5,4987,8602,2610,1329,1.5,7,3,1,1,1,1
489.3,6155,9720,3709,2058,2,8,3,1,1,1,2
530.6,6674,5564,3033,1953,2,8,4,1,1,1,1
532.9,6703,11123,3586,2074,2,7,4,1,1,1,1
392.5,4937,6752,2261,1438,2,6,3,1,0,1,1
275.5,3465,13977,1639,826,1.5,5,3,1,0,1,0
449.6,5655,4873,2884,1664,2,7,4,1,1,1,1
398.4,5011,3692,2932,1640,2,8,3,1,1,1,1
501,6302,7670,3244,1871,2,7,4,1,1,1,1
568.5,7151,9468,3944,2244,2,7,3,1,1,1,1
389.3,4897,7965,2368,1360,2,7,3,1,0,1,0
441.2,5550,7500,2668,1456,1.5,6,3,1,1,1,1
486.7,6122,8807,2640,1632,2,6,3,1,1,1,1
416,5233,5100,3014,1690,2,8,4,2,0,1,1
471.5,5931,8512,2534,1560,2,7,4,1,0,1,1
464.2,5839,7560,2338,1508,2,9,4,1,0,1,1
342.7,4311,3131,2389,1224,1.5,8,3,1,1,1,1
316.3,3979,3485,2904,1596,1.5,6,2,1,1,1,1
418.3,5262,7554,2818,1836,2,8,3,1,1,1,1
438.3,5513,4700,2705,1590,2,8,4,1,1,1,1
579,7283,7508,3715,2404,2.5,7,4,3,0,1,1
397.9,5005,5400,3157,1632,2,6,3,1,1,1,1
385.3,4847,4750,2511,1536,2,6,3,1,1,1,1
444.6,5593,8709,3837,1718,1,7,3,1,1,1,1
402.3,5060,4770,2844,1715,2,7,3,1,1,1,1
357.6,4498,4168,2410,1403,2,6,2,1,0,1,1
373.4,4697,3692,2416,1470,2,6,3,1,1,1,1
493,6201,8973,3232,1960,2,8,4,1,1,1,1
